LABR_1 1  5619.45  95191.6  1521.01  
LABR_2 0  
LABR_3 1  5658.3  86484.1  1321.88  
LABR_4 1  5300.9  86591.6  1365.41  
LABR_5 1  4886.63  86975.4  1336.47  
LABR_6 1  4465.37  85119.7  1331.67  
LABR_7 1  5793.56  84085.9  1315.69  
LABR_8 1  6589.02  84151.8  1319.72  
