LABR_1 1  1775.71  121992  1907.79  
LABR_2 0  
LABR_3 1  2139.56  122279  1808.62  
LABR_4 1  2107.69  121201  1802.96  
LABR_5 1  1957.99  122938  1791.64  
LABR_6 1  1830.26  120481  1785.74  
LABR_7 1  1614.42  123130  1821.66  
LABR_8 1  1767.15  122848  1839.03  
