LABR_1 1  5216.56  148491  2278.38  
LABR_2 0  
LABR_3 1  5664.44  164444  2381.11  
LABR_4 1  5937.24  163068  2384.11  
LABR_5 1  5761.83  163062  2309.28  
LABR_6 1  7466.92  158589  2307.19  
LABR_7 1  6324.05  170965  2443.91  
LABR_8 1  5943.37  164299  2387.18  
